ID,DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,FLOW_KIND,WELL_TYPE
433,11-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.521,19.821,100,%,26.521,80.345,0.712,production,OP
434,11-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.296,99.515,237.5,13.617,100,%,27.797,87.771,1.838,production,OP
435,11-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,200.09,106.668,172.195,16.71,26.11307,%,27.896,51.252,2.136,production,OP
436,12-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,284.218,100.937,170.183,,0.14426,%,114.035,11.744,88.534,production,OP
437,12-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.363,106.192,188.842,11.141,100,%,31.521,79.297,4.783,production,OP
438,12-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.635,19.745,100,%,26.635,79.767,0.802,production,OP
439,12-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.556,99.525,237.735,13.582,100,%,27.821,86.733,1.833,production,OP
440,12-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,200.131,106.661,172.742,14.323,27.06314,%,27.389,47.522,1.625,production,OP
441,13-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,286.617,100.872,170.949,,0.14319,%,115.668,10.707,89.821,production,OP
442,13-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,221.065,106.175,188.824,11.117,100,%,32.242,78.554,4.773,production,OP
443,13-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.906,19.717,100,%,26.906,79.287,0.763,production,OP
444,13-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.068,99.534,237.92,13.585,100,%,28.149,86.666,1.85,production,OP
445,13-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,201.564,106.639,174.011,11.821,26.95369,%,27.553,45.136,1.493,production,OP
446,14-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,288.758,100.811,171.685,,0.15823,%,117.073,10.868,91.549,production,OP
447,14-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.453,106.172,188.241,11.071,100,%,32.212,80.542,4.883,production,OP
448,14-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.433,19.737,100,%,26.433,80.8,0.612,production,OP
449,14-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.976,99.554,238.048,13.629,100,%,27.928,87.767,1.939,production,OP
450,14-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,201.512,106.642,174.157,11.407,26.82006,%,27.355,46.659,1.602,production,OP
451,15-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,290.981,100.755,172.308,,0.14446,%,118.672,12.439,92.887,production,OP
452,15-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.349,106.169,187.87,11.243,100,%,32.479,81.038,4.904,production,OP
453,15-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.555,20.041,100,%,26.555,81.879,0.474,production,OP
454,15-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.253,99.56,238.052,13.836,100,%,28.201,88.542,1.947,production,OP
455,15-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,202.515,106.629,175.142,11.072,26.34486,%,27.373,48.555,1.345,production,OP
456,16-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,292.987,100.704,172.873,,0.12348,%,120.114,11.211,94.072,production,OP
457,16-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.381,106.176,187.615,11.075,97.91667,%,32.766,78.218,4.922,production,OP
458,16-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.135,19.761,97.91667,%,27.135,79.492,0.803,production,OP
459,16-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.298,99.552,237.98,13.626,97.91667,%,28.318,86.612,1.822,production,OP
460,16-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,203.238,106.618,175.802,9.762,27.25294,%,27.436,43.365,1.165,production,OP
461,17-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,0,294.823,100.654,173.409,,0.13176,%,121.413,10.062,95.4,production,OP
462,17-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.549,106.175,187.745,11.083,100,%,32.804,77.397,4.905,production,OP
463,17-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.098,19.721,100,%,27.098,78.927,0.791,production,OP
464,17-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.12,99.551,237.854,13.585,100,%,28.266,86.262,1.803,production,OP
465,17-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,206.037,106.577,178.315,9.23,28.09178,%,27.722,41.144,0.96,production,OP
466,18-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,13.26,278.771,106.301,237.317,,27.95413,%,41.454,35.5,23.571,production,OP
467,18-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,218.815,106.186,186.927,11.164,100,%,31.888,80.988,5.154,production,OP
468,18-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.513,19.858,100,%,26.513,81.519,0.531,production,OP
469,18-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.635,99.559,237.663,13.735,100,%,27.972,88.511,1.841,production,OP
470,18-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,10.66,218.841,106.309,191.202,4.958,13.41088,%,27.64,37.998,0.662,production,OP
471,19-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,270.762,107.612,243.92,,56.91126,%,26.842,64.635,5.68,production,OP
472,19-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,217.688,106.187,186.388,11.165,100,%,31.3,81.262,5.237,production,OP
473,19-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,26.2,19.823,100,%,26.2,81.859,0.421,production,OP
474,19-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.179,99.57,237.412,13.747,100,%,27.767,88.793,1.849,production,OP
475,19-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,253.213,103.958,163.981,0.025,1.24004,%,89.232,13.795,68.758,production,OP
476,20-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,263.882,107.884,237.19,,60.682,%,26.692,74.096,5.132,production,OP
477,20-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,218.337,106.165,186.608,11.104,100,%,31.73,80.826,5,production,OP
478,20-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.019,19.694,100,%,27.019,80.882,0.538,production,OP
479,20-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,265.854,99.559,237.469,13.707,100,%,28.385,88.4,1.758,production,OP
480,20-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,12.49,232.492,105.814,189.722,0.657,7.62389,%,42.77,27.727,15.704,production,OP
481,21-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,251.5,108.181,222.5,,60.68903,%,29,81.46,7.433,production,OP
482,21-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.333,106.141,186.969,11.024,100,%,32.364,80.34,4.806,production,OP
483,21-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.783,19.437,100,%,27.783,80.524,0.444,production,OP
484,21-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.649,99.546,237.506,13.557,100,%,29.144,88.14,1.687,production,OP
485,21-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,24,234.523,106.101,206.392,2.174,24.79945,%,28.131,30.685,0.844,production,OP
486,22-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,244.365,108.215,212.291,,60.66511,%,32.074,79.657,6.454,production,OP
487,22-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.737,106.135,187.286,11.088,100,%,32.45,80.63,4.745,production,OP
488,22-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.869,19.494,100,%,27.869,80.88,0.373,production,OP
489,22-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.718,99.544,237.436,13.615,100,%,29.283,88.351,1.68,production,OP
490,22-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,8.91,237.717,105.978,209.136,1.882,9.12343,%,28.581,29.198,0.886,production,OP
491,23-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,239.834,108.202,206.722,,60.61982,%,33.112,71.808,5.642,production,OP
492,23-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.703,106.134,187.428,11.064,100,%,32.275,79.394,4.753,production,OP
493,23-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.98,19.482,100,%,27.98,79.705,0.681,production,OP
494,23-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.453,99.545,237.4,13.606,100,%,29.053,87.307,1.635,production,OP
495,23-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,262.925,103.578,169.401,9.924,0,%,93.524,12.709,66.458,production,OP
496,24-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,236.093,108.168,203.775,,60.61337,%,32.318,73.646,4.79,production,OP
497,24-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.909,106.125,187.635,11.025,100,%,32.274,80.613,4.681,production,OP
498,24-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.817,19.415,100,%,27.817,80.476,0.429,production,OP
499,24-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.467,99.54,237.343,13.602,100,%,29.124,88.079,1.625,production,OP
500,24-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,267.466,103.315,171.584,8.548,0,%,95.881,12.081,68.721,production,OP
501,25-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,232.987,108.163,201.826,,62.96496,%,31.162,74.783,3.622,production,OP
502,25-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.022,106.116,187.755,10.981,100,%,32.267,80.487,4.647,production,OP
503,25-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.846,19.303,100,%,27.846,80.404,0.441,production,OP
504,25-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.464,99.54,237.35,13.559,100,%,29.114,88.138,1.598,production,OP
505,25-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,270.017,103.109,172.76,7.881,0,%,97.257,11.358,70.067,production,OP
506,26-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,229.877,108.13,199.969,,65.61387,%,29.907,68.736,2.534,production,OP
507,26-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.961,106.105,187.809,10.943,100,%,32.153,79.521,4.659,production,OP
508,26-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.929,19.305,100,%,27.929,79.325,0.65,production,OP
509,26-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.278,99.54,237.295,13.58,100,%,28.983,87.292,1.584,production,OP
510,26-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,272.217,102.955,173.661,7.527,0,%,98.556,11.88,71.497,production,OP
511,27-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,227.091,108.15,197.44,,55.41932,%,29.651,69.427,10.641,production,OP
512,27-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.316,106.089,188.064,10.874,100,%,32.252,78.613,4.55,production,OP
513,27-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,28.121,19.196,100,%,28.121,78.678,0.622,production,OP
514,27-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.461,99.529,237.327,13.534,100,%,29.134,86.772,1.53,production,OP
515,27-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,274.154,102.832,174.405,7.301,0,%,99.749,12.91,80.604,production,OP
516,28-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,224.292,108.129,195.164,,55.42483,%,29.128,69.378,10.374,production,OP
517,28-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.339,106.08,188.153,10.806,100,%,32.185,78.759,4.54,production,OP
518,28-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,28.059,19.089,100,%,28.059,78.695,0.617,production,OP
519,28-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.361,99.529,237.305,13.463,100,%,29.055,86.592,1.512,production,OP
520,28-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,275.872,102.731,175.147,7.015,0,%,100.725,10.427,81.826,production,OP
521,29-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,222.149,108.106,193.654,,55.49048,%,28.495,70.795,9.749,production,OP
522,29-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.363,106.069,188.235,10.746,100,%,32.128,79.515,4.505,production,OP
523,29-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.957,18.997,100,%,27.957,79.068,0.528,production,OP
524,29-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.297,99.528,237.275,13.389,100,%,29.022,86.687,1.498,production,OP
525,29-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,277.415,102.644,175.745,6.834,0,%,101.671,9.894,82.767,production,OP
526,30-Nov-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.581,108.088,192.866,,55.47582,%,27.714,72.695,8.986,production,OP
527,30-Nov-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.316,106.059,188.326,10.739,100,%,31.99,80.368,4.471,production,OP
528,30-Nov-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.72,18.971,100,%,27.72,79.757,0.403,production,OP
529,30-Nov-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.17,99.525,237.231,13.426,100,%,28.939,87.673,1.535,production,OP
530,30-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,278.813,102.568,176.282,6.691,0,%,102.53,9.354,83.641,production,OP
531,1-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,219.293,108.083,192.19,,55.73845,%,27.104,71.461,8.558,production,OP
532,1-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.419,106.049,188.469,10.792,100,%,31.95,80.359,4.446,production,OP
533,1-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.831,19.041,100,%,27.831,79.847,0.522,production,OP
534,1-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.168,99.519,237.269,13.494,100,%,28.899,87.65,1.484,production,OP
535,1-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,280.071,102.499,176.695,6.616,0,%,103.376,9.986,84.64,production,OP
536,2-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,217.105,108.121,190.315,,56.25741,%,26.79,67.989,9.077,production,OP
537,2-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.776,106.037,188.699,10.739,100,%,32.076,78.144,4.363,production,OP
538,2-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,28.149,18.955,100,%,28.149,78.106,0.631,production,OP
539,2-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.373,99.515,237.304,13.466,100,%,29.069,86.336,1.451,production,OP
540,2-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,281.221,102.438,177.022,6.606,0,%,104.199,12.061,86.305,production,OP
541,3-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,215.272,108.139,188.981,,56.99665,%,26.291,71.859,8.584,production,OP
542,3-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.9,106.025,188.818,10.765,100,%,32.083,80.362,4.363,production,OP
543,3-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,28.074,19.012,100,%,28.074,79.565,0.543,production,OP
544,3-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.417,99.512,237.316,13.513,100,%,29.101,87.472,1.48,production,OP
545,3-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,282.307,102.384,177.418,6.482,0,%,104.889,12.255,86.998,production,OP
546,4-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,213.676,108.142,187.961,,56.93238,%,25.715,70.505,8.386,production,OP
547,4-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.168,106.021,188.586,10.697,100,%,31.582,79.064,4.529,production,OP
548,4-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.429,18.969,100,%,27.429,79.005,0.575,production,OP
549,4-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.027,99.538,237.497,13.575,100,%,28.529,86.9,1.572,production,OP
550,4-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,283.41,102.333,177.813,6.385,0,%,105.597,10.734,88.081,production,OP
551,5-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,212.131,108.15,187.022,,56.80454,%,25.109,67.014,8.378,production,OP
552,5-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.519,106.011,188.89,10.669,100,%,31.629,77.27,4.491,production,OP
553,5-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.643,18.985,100,%,27.643,77.634,0.701,production,OP
554,5-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.451,99.553,237.817,13.63,100,%,28.634,86.126,1.569,production,OP
555,5-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,284.572,102.286,178.14,6.383,0,%,106.432,12.245,89.515,production,OP
556,6-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,211.229,108.146,187.072,,56.828,%,24.156,72.424,7.893,production,OP
557,6-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,220.784,106.007,189.171,10.668,100,%,31.613,80.496,4.478,production,OP
558,6-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.4,19.072,100,%,27.4,79.977,0.487,production,OP
559,6-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,266.711,99.568,237.992,13.735,100,%,28.719,87.674,1.675,production,OP
560,6-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,285.742,102.243,178.563,6.288,0,%,107.18,12.123,91.031,production,OP
561,7-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,209.866,108.174,185.812,,57.60208,%,24.054,74.381,8.346,production,OP
562,7-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,221.367,106.004,189.517,10.724,100,%,31.851,80.228,4.552,production,OP
563,7-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,27.632,19.236,100,%,27.632,80.383,0.536,production,OP
564,7-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,267.191,99.578,238.273,13.851,100,%,28.918,87.458,1.69,production,OP
565,7-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,286.896,102.203,178.923,6.238,0,%,107.973,11.02,92.521,production,OP
566,8-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,24,208.079,108.199,184.131,,59.02969,%,23.947,69.911,8.226,production,OP
567,8-Dec-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,M®RSK INSPIRER,24,221.994,106.004,189.875,10.658,100,%,32.119,79.139,4.583,production,OP
568,8-Dec-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,M®RSK INSPIRER,24,0,0,28.143,19.208,100,%,28.143,79.135,0.817,production,OP
569,8-Dec-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M®RSK INSPIRER,24,267.691,99.582,238.571,13.817,100,%,29.12,86.416,1.651,production,OP
570,8-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,M®RSK INSPIRER,0,288.021,102.165,179.228,6.23,0,%,108.793,10.724,93.33,production,OP
571,9-Dec-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,M®RSK INSPIRER,5.66,207.589,108.192,184.405,,13.98963,%,23.184,73.224,7.709,production,OP
